'330000','浙江省','10',
'230522','黑龙江省双鸭山市友谊县','230522',
'230523','黑龙江省双鸭山市宝清县','230523',
'230524','黑龙江省双鸭山市饶河县','230524',
'230600','黑龙江省大庆市','2306',
'230601','黑龙江省大庆市市辖区','230601',
'230602','黑龙江省大庆市萨尔图区','230602',
'230603','黑龙江省大庆市龙凤区','230603',
'230604','黑龙江省大庆市让胡路区','230604',
'230605','黑龙江省大庆市红岗区','230605',
'230606','黑龙江省大庆市大同区','230606',
'230621','黑龙江省大庆市肇州县','230621',
'230622','黑龙江省大庆市肇源县','230622',
'230623','黑龙江省大庆市林甸县','230623',
'230624','黑龙江省大庆市杜尔伯特蒙古族自治县','230624',
'230700','黑龙江省伊春市','2307',
'230701','黑龙江省伊春市市辖区','230701',
'230702','黑龙江省伊春市伊春区','230702',
'230703','黑龙江省伊春市南岔区','230703',
'230704','黑龙江省伊春市友好区','230704',
'230705','黑龙江省伊春市西林区','230705',
'230706','黑龙江省伊春市翠峦区','230706',
'230707','黑龙江省伊春市新青区','230707',
'230708','黑龙江省伊春市美溪区','230708',
'230709','黑龙江省伊春市金山屯区','230709',
'230710','黑龙江省伊春市五营区','230710',
'230711','黑龙江省伊春市乌马河区','230711',
'230712','黑龙江省伊春市汤旺河区','230712',
'230713','黑龙江省伊春市带岭区','230713',
'230714','黑龙江省伊春市乌伊岭区','230714',
'230715','黑龙江省伊春市红星区','230715',
'230716','黑龙江省伊春市上甘岭区','230716',
'230722','黑龙江省伊春市嘉荫县','230722',
'230781','黑龙江省伊春市铁力市','230781',
'230800','黑龙江省佳木斯市','2308',
'230801','黑龙江省佳木斯市市辖区','230801',
'230803','黑龙江省佳木斯市向阳区','230803',
'230804','黑龙江省佳木斯市前进区','230804',
'230805','黑龙江省佳木斯市东风区','230805',
'230811','黑龙江省佳木斯市郊区','230811',
'230822','黑龙江省佳木斯市桦南县','230822',
'230826','黑龙江省佳木斯市桦川县','230826',
'230828','黑龙江省佳木斯市汤原县','230828',
'230833','黑龙江省佳木斯市抚远县','230833',
'230881','黑龙江省佳木斯市同江市','230881',
'230882','黑龙江省佳木斯市富锦市','230882',
'230900','黑龙江省七台河市','2309',
'230901','黑龙江省七台河市市辖区','230901',
'230902','黑龙江省七台河市新兴区','230902',
'230903','黑龙江省七台河市桃山区','230903',
'230904','黑龙江省七台河市茄子河区','230904',
'230921','黑龙江省七台河市勃利县','230921',
'231000','黑龙江省牡丹江市','2310',
'231001','黑龙江省牡丹江市市辖区','231001',
'231002','黑龙江省牡丹江市东安区','231002',
'231003','黑龙江省牡丹江市阳明区','231003',
'231004','黑龙江省牡丹江市爱民区','231004',
'231005','黑龙江省牡丹江市西安区','231005',
'231024','黑龙江省牡丹江市东宁县','231024',
'231025','黑龙江省牡丹江市林口县','231025',
'231081','黑龙江省牡丹江市绥芬河市','231081',
'231083','黑龙江省牡丹江市海林市','231083',
'231084','黑龙江省牡丹江市宁安市','231084',
'231085','黑龙江省牡丹江市穆棱市','231085',
'231100','黑龙江省黑河市','2311',
'231101','黑龙江省黑河市市辖区','231101',
'231102','黑龙江省黑河市爱辉区','231102',
'231121','黑龙江省黑河市嫩江县','231121',
'231123','黑龙江省黑河市逊克县','231123',
'231124','黑龙江省黑河市孙吴县','231124',
'231181','黑龙江省黑河市北安市','231181',
'231182','黑龙江省黑河市五大连池市','231182',
'231200','黑龙江省绥化市','2312',
'231201','黑龙江省绥化市市辖区','231201',
'231202','黑龙江省绥化市北林区','231202',
'231221','黑龙江省绥化市望奎县','231221',
'231222','黑龙江省绥化市兰西县','231222',
'231223','黑龙江省绥化市青冈县','231223',
'231224','黑龙江省绥化市庆安县','231224',
'231225','黑龙江省绥化市明水县','231225',
'231226','黑龙江省绥化市绥棱县','231226',
'231281','黑龙江省绥化市安达市','231281',
'231282','黑龙江省绥化市肇东市','231282',
'231283','黑龙江省绥化市海伦市','231283',
'232700','黑龙江省大兴安岭地区','2327',
'232721','黑龙江省大兴安岭地区呼玛县','232721',
'232722','黑龙江省大兴安岭地区塔河县','232722',
'232723','黑龙江省大兴安岭地区漠河县','232723',
'310000','上海市','31',
'310100','上海市市辖区','3101',
'310101','上海市黄浦区','310101',
'310104','上海市徐汇区','310104',
'310105','上海市长宁区','310105',
'310106','上海市静安区','310106',
'310107','上海市普陀区','310107',
'310108','上海市闸北区','310108',
'310109','上海市虹口区','310109',
'310110','上海市杨浦区','310110',
'310112','上海市闵行区','310112',
'310113','上海市宝山区','310113',
'310114','上海市嘉定区','310114',
'310115','上海市浦东新区','310115',
'310116','上海市金山区','310116',
'310117','上海市松江区','310117',
'310118','上海市青浦区','310118',
'310120','上海市奉贤区','310120',
'310200','上海市县','3102',
'310230','上海市崇明县','310230',
'320000','江苏省','32',
'320100','江苏省南京市','3201',
'320101','江苏省南京市市辖区','320101',
'320102','江苏省南京市玄武区','320102',
'320104','江苏省南京市秦淮区','320104',
'320105','江苏省南京市建邺区','320105',
'320106','江苏省南京市鼓楼区','320106',
'320111','江苏省南京市浦口区','320111',
'320113','江苏省南京市栖霞区','320113',
'320114','江苏省南京市雨花台区','320114',
'320115','江苏省南京市江宁区','320115',
'320116','江苏省南京市六合区','320116',
'320124','江苏省南京市溧水区','320124',
'320125','江苏省南京市高淳区','320125',
'320200','江苏省无锡市','3202',
'320201','江苏省无锡市市辖区','320201',
'320202','江苏省无锡市崇安区','320202',
'320203','江苏省无锡市南长区','320203',
'320204','江苏省无锡市北塘区','320204',
'320205','江苏省无锡市锡山区','320205',
'320206','江苏省无锡市惠山区','320206',
'320211','江苏省无锡市滨湖区','320211',
'320281','江苏省无锡市江阴市','320281',
'320282','江苏省无锡市宜兴市','320282',
'320300','江苏省徐州市','3203',
'320301','江苏省徐州市市辖区','320301',
'320302','江苏省徐州市鼓楼区','320302',
'320303','江苏省徐州市云龙区','320303',
'320305','江苏省徐州市贾汪区','320305',
'320311','江苏省徐州市泉山区','320311',
'320312','江苏省徐州市铜山区','320312',
'320321','江苏省徐州市丰县','320321',
'320322','江苏省徐州市沛县','320322',
'320324','江苏省徐州市睢宁县','320324',
'320381','江苏省徐州市新沂市','320381',
'320382','江苏省徐州市邳州市','320382',
'320400','江苏省常州市','3204',
'320401','江苏省常州市市辖区','320401',
'320402','江苏省常州市天宁区','320402',
'320404','江苏省常州市钟楼区','320404',
'320405','江苏省常州市戚墅堰区','320405',
'320411','江苏省常州市新北区','320411',
'320412','江苏省常州市武进区','320412',
'320481','江苏省常州市溧阳市','320481',
'320482','江苏省常州市金坛市','320482',
'320500','江苏省苏州市','3205',
'320501','江苏省苏州市市辖区','320501',
'320505','江苏省苏州市虎丘区','320505',
'320506','江苏省苏州市吴中区','320506',
'320507','江苏省苏州市相城区','320507',
'320508','江苏省苏州市姑苏区','320508',
'320509','江苏省苏州市吴江区','320509',
'320581','江苏省苏州市常熟市','320581',
'320582','江苏省苏州市张家港市','320582',
'320583','江苏省苏州市昆山市','320583',
'320585','江苏省苏州市太仓市','320585',
'320600','江苏省南通市','3206',
'320601','江苏省南通市市辖区','320601',
'320602','江苏省南通市崇川区','320602',
'320611','江苏省南通市港闸区','320611',
'320612','江苏省南通市通州区','320612',
'320621','江苏省南通市海安县','320621',
'320623','江苏省南通市如东县','320623',
'320681','江苏省南通市启东市','320681',
'320682','江苏省南通市如皋市','320682',
'320684','江苏省南通市海门市','320684',
'320700','江苏省连云港市','3207',
'320701','江苏省连云港市市辖区','320701',
'320703','江苏省连云港市连云区','320703',
'320706','江苏省连云港市海州区','320706',
'320721','江苏省连云港市赣榆县','320721',
'320722','江苏省连云港市东海县','320722',
'320723','江苏省连云港市灌云县','320723',
'320724','江苏省连云港市灌南县','320724',
'320800','江苏省淮安市','3208',
'320801','江苏省淮安市市辖区','320801',
'320802','江苏省淮安市清河区','320802',
'320803','江苏省淮安市淮安区','320803',
'320804','江苏省淮安市淮阴区','320804',
'320811','江苏省淮安市清浦区','320811',
'320826','江苏省淮安市涟水县','320826',
'320829','江苏省淮安市洪泽县','320829',
'320830','江苏省淮安市盱眙县','320830',
'320831','江苏省淮安市金湖县','320831',
'320900','江苏省盐城市','3209',
'320901','江苏省盐城市市辖区','320901',
'320902','江苏省盐城市亭湖区','320902',
'320903','江苏省盐城市盐都区','320903',
'320921','江苏省盐城市响水县','320921',
'320922','江苏省盐城市滨海县','320922',
'320923','江苏省盐城市阜宁县','320923',
'320924','江苏省盐城市射阳县','320924',
'320925','江苏省盐城市建湖县','320925',
'320981','江苏省盐城市东台市','320981',
'320982','江苏省盐城市大丰市','320982',
'321000','江苏省扬州市','3210',
'321001','江苏省扬州市市辖区','321001',
'321002','江苏省扬州市广陵区','321002',
'321003','江苏省扬州市邗江区','321003',
'321012','江苏省扬州市江都区','321012',
'321023','江苏省扬州市宝应县','321023',
'321081','江苏省扬州市仪征市','321081',
'321084','江苏省扬州市高邮市','321084',
'321100','江苏省镇江市','3211',
'321101','江苏省镇江市市辖区','321101',
'321102','江苏省镇江市京口区','321102',
'321111','江苏省镇江市润州区','321111',
'321112','江苏省镇江市丹徒区','321112',
'321181','江苏省镇江市丹阳市','321181',
'321182','江苏省镇江市扬中市','321182',
'321183','江苏省镇江市句容市','321183',
'321200','江苏省泰州市','3212',
'321201','江苏省泰州市市辖区','321201',
'321202','江苏省泰州市海陵区','321202',
'321203','江苏省泰州市高港区','321203',
'321204','江苏省泰州市姜堰市','321204',
'321281','江苏省泰州市兴化市','321281',
'321282','江苏省泰州市靖江市','321282',
'321283','江苏省泰州市泰兴市','321283',
'321300','江苏省宿迁市','3213',
'321301','江苏省宿迁市市辖区','321301',
'321302','江苏省宿迁市宿城区','321302',
'321311','江苏省宿迁市宿豫区','321311',
'321322','江苏省宿迁市沭阳县','321322',
'321323','江苏省宿迁市泗阳县','321323',
'321324','江苏省宿迁市泗洪县','321324',
'340000','安徽省','34',
'340100','安徽省合肥市','3401',
'340101','安徽省合肥市市辖区','340101',
'340102','安徽省合肥市瑶海区','340102',
'340103','安徽省合肥市庐阳区','340103',
'340104','安徽省合肥市蜀山区','340104',
'340111','安徽省合肥市包河区','340111',
'340121','安徽省合肥市长丰县','340121',
'340122','安徽省合肥市肥东县','340122',
'340123','安徽省合肥市肥西县','340123',
'340124','安徽省合肥市庐江县','340124',
'340181','安徽省合肥市巢湖市','340181',
'340200','安徽省芜湖市','3402',
'340201','安徽省芜湖市市辖区','340201',
'340202','安徽省芜湖市镜湖区','340202',
'340203','安徽省芜湖市弋江区','340203',
'340207','安徽省芜湖市鸠江区','340207',
'340208','安徽省芜湖市三山区','340208',
'340221','安徽省芜湖市芜湖县','340221',
'340222','安徽省芜湖市繁昌县','340222',
'340223','安徽省芜湖市南陵县','340223',
'340225','安徽省芜湖市无为县','340225',
'340300','安徽省蚌埠市','3403',
'340301','安徽省蚌埠市市辖区','340301',
'340302','安徽省蚌埠市龙子湖区','340302',
'340303','安徽省蚌埠市蚌山区','340303',
'340304','安徽省蚌埠市禹会区','340304',
'340311','安徽省蚌埠市淮上区','340311',
'340321','安徽省蚌埠市怀远县','340321',
'340322','安徽省蚌埠市五河县','340322',
'340323','安徽省蚌埠市固镇县','340323',
'340400','安徽省淮南市','3404',
'340401','安徽省淮南市市辖区','340401',
'340402','安徽省淮南市大通区','340402',
'340403','安徽省淮南市田家庵区','340403',
'340404','安徽省淮南市谢家集区','340404',
'340405','安徽省淮南市八公山区','340405',
'340406','安徽省淮南市潘集区','340406',
'340421','安徽省淮南市凤台县','340421',
'340500','安徽省马鞍山市','3405',
'340501','安徽省马鞍山市市辖区','340501',
'340503','安徽省马鞍山市花山区','340503',
'340504','安徽省马鞍山市雨山区','340504',
'340506','安徽省马鞍山市博望区','340506',
'340521','安徽省马鞍山市当涂县','340521',
'340522','安徽省马鞍山市含山县','340522',
'340523','安徽省马鞍山市和县','340523',
'340600','安徽省淮北市','3406',
'340601','安徽省淮北市市辖区','340601',
'340602','安徽省淮北市杜集区','340602',
'340603','安徽省淮北市相山区','340603',
'340604','安徽省淮北市烈山区','340604',
'340621','安徽省淮北市濉溪县','340621',
'340700','安徽省铜陵市','3407',
'340701','安徽省铜陵市市辖区','340701',
'340702','安徽省铜陵市铜官山区','340702',
'340703','安徽省铜陵市狮子山区','340703',
'340711','安徽省铜陵市郊区','340711',
'340721','安徽省铜陵市铜陵县','340721',
'340800','安徽省安庆市','3408',
'340801','安徽省安庆市市辖区','340801',
'340802','安徽省安庆市迎江区','340802',
'340803','安徽省安庆市大观区','340803',
'340811','安徽省安庆市宜秀区','340811',
'340822','安徽省安庆市怀宁县','340822',
'340823','安徽省安庆市枞阳县','340823',
'340824','安徽省安庆市潜山县','340824',
'340825','安徽省安庆市太湖县','340825',
'340826','安徽省安庆市宿松县','340826',
'340827','安徽省安庆市望江县','340827',
'340828','安徽省安庆市岳西县','340828',
'340881','安徽省安庆市桐城市','340881',
'341000','安徽省黄山市','3410',
'341001','安徽省黄山市市辖区','341001',
'341002','安徽省黄山市屯溪区','341002',
'341003','安徽省黄山市黄山区','341003',
'341004','安徽省黄山市徽州区','341004',
'341021','安徽省黄山市歙县','341021',
'341022','安徽省黄山市休宁县','341022',
'341023','安徽省黄山市黟县','341023',
'341024','安徽省黄山市祁门县','341024',
'341100','安徽省滁州市','3411',
'341101','安徽省滁州市市辖区','341101',
'341102','安徽省滁州市琅琊区','341102',
'341103','安徽省滁州市南谯区','341103',
'341122','安徽省滁州市来安县','341122',
'341124','安徽省滁州市全椒县','341124',
'341125','安徽省滁州市定远县','341125',
'341126','安徽省滁州市凤阳县','341126',
'341181','安徽省滁州市天长市','341181',
'341182','安徽省滁州市明光市','341182',
'341200','安徽省阜阳市','3412',
'341201','安徽省阜阳市市辖区','341201',
'341202','安徽省阜阳市颍州区','341202',
'341203','安徽省阜阳市颍东区','341203',
'341204','安徽省阜阳市颍泉区','341204',
'341221','安徽省阜阳市临泉县','341221',
'341222','安徽省阜阳市太和县','341222',
'341225','安徽省阜阳市阜南县','341225',
'341226','安徽省阜阳市颍上县','341226',
'341282','安徽省阜阳市界首市','341282',
'341300','安徽省宿州市','3413',
'341301','安徽省宿州市市辖区','341301',
'341302','安徽省宿州市埇桥区','341302',
'341321','安徽省宿州市砀山县','341321',
'341322','安徽省宿州市萧县','341322',
'341323','安徽省宿州市灵璧县','341323',
'341324','安徽省宿州市泗县','341324',
'341500','安徽省六安市','3415',
'341501','安徽省六安市市辖区','341501',
'341502','安徽省六安市金安区','341502',
'341503','安徽省六安市裕安区','341503',
'341521','安徽省六安市寿县','341521',
'341522','安徽省六安市霍邱县','341522',
'341523','安徽省六安市舒城县','341523',
'341524','安徽省六安市金寨县','341524',
'341525','安徽省六安市霍山县','341525',
'341600','安徽省亳州市','3416',
'341601','安徽省亳州市市辖区','341601',
'341602','安徽省亳州市谯城区','341602',
'341621','安徽省亳州市涡阳县','341621',
'341622','安徽省亳州市蒙城县','341622',
'341623','安徽省亳州市利辛县','341623',
'341700','安徽省池州市','3417',
'341701','安徽省池州市市辖区','341701',
'341702','安徽省池州市贵池区','341702',
'341721','安徽省池州市东至县','341721',
'341722','安徽省池州市石台县','341722',
'341723','安徽省池州市青阳县','341723',
'341800','安徽省宣城市','3418',
'341801','安徽省宣城市市辖区','341801',
'341802','安徽省宣城市宣州区','341802',
'341821','安徽省宣城市郎溪县','341821',
'341822','安徽省宣城市广德县','341822',
'341823','安徽省宣城市泾县','341823',
'341824','安徽省宣城市绩溪县','341824',
'341825','安徽省宣城市旌德县','341825',
'341881','安徽省宣城市宁国市','341881',
'350000','福建省','35',
'350100','福建省福州市','3501',
'350101','福建省福州市市辖区','350101',
'350102','福建省福州市鼓楼区','350102',
'350103','福建省福州市台江区','350103',
'350104','福建省福州市仓山区','350104',
'350105','福建省福州市马尾区','350105',
'350111','福建省福州市晋安区','350111',
'350121','福建省福州市闽侯县','350121',
'350122','福建省福州市连江县','350122',
'350123','福建省福州市罗源县','350123',
'350124','福建省福州市闽清县','350124',
'350125','福建省福州市永泰县','350125',
'350128','福建省福州市平潭县','350128',
'350181','福建省福州市福清市','350181',
'350182','福建省福州市长乐市','350182',
'350200','福建省厦门市','3502',
'350201','福建省厦门市市辖区','350201',
'350203','福建省厦门市思明区','350203',
'350205','福建省厦门市海沧区','350205',
'350206','福建省厦门市湖里区','350206',
'350211','福建省厦门市集美区','350211',
'350212','福建省厦门市同安区','350212',
'350213','福建省厦门市翔安区','350213',
'350300','福建省莆田市','3503',
'350301','福建省莆田市市辖区','350301',
'350302','福建省莆田市城厢区','350302',
'350303','福建省莆田市涵江区','350303',
'350304','福建省莆田市荔城区','350304',
'350305','福建省莆田市秀屿区','350305',
'350322','福建省莆田市仙游县','350322',
'350400','福建省三明市','3504',
'350401','福建省三明市市辖区','350401',
'350402','福建省三明市梅列区','350402',
'350403','福建省三明市三元区','350403',
'350421','福建省三明市明溪县','350421',
'350423','福建省三明市清流县','350423',
'350424','福建省三明市宁化县','350424',
'350425','福建省三明市大田县','350425',
'350426','福建省三明市尤溪县','350426',
'350427','福建省三明市沙县','350427',
'350428','福建省三明市将乐县','350428',
'350429','福建省三明市泰宁县','350429',
'350430','福建省三明市建宁县','350430',
'350481','福建省三明市永安市','350481',
'350500','福建省泉州市','3505',
'350501','福建省泉州市市辖区','350501',
'350502','福建省泉州市鲤城区','350502',
'350503','福建省泉州市丰泽区','350503',
'350504','福建省泉州市洛江区','350504',
'350505','福建省泉州市泉港区','350505',
'350521','福建省泉州市惠安县','350521',
'350524','福建省泉州市安溪县','350524',
'350525','福建省泉州市永春县','350525',
'350526','福建省泉州市德化县','350526',
'350527','福建省泉州市金门县','350527',
'350581','福建省泉州市石狮市','350581',
'350582','福建省泉州市晋江市','350582',
'350583','福建省泉州市南安市','350583',
'350600','福建省漳州市','3506',
'350601','福建省漳州市市辖区','350601',
'350602','福建省漳州市芗城区','350602',
'350603','福建省漳州市龙文区','350603',
'350622','福建省漳州市云霄县','350622',
'350623','福建省漳州市漳浦县','350623',
'350624','福建省漳州市诏安县','350624',
'350625','福建省漳州市长泰县','350625',
'350626','福建省漳州市东山县','350626',
'350627','福建省漳州市南靖县','350627',
'350628','福建省漳州市平和县','350628',
'350629','福建省漳州市华安县','350629',
'350681','福建省漳州市龙海市','350681',
'350700','福建省南平市','3507',
'350701','福建省南平市市辖区','350701',
'350702','福建省南平市延平区','350702',
'350721','福建省南平市顺昌县','350721',
'350722','福建省南平市浦城县','350722',
'350723','福建省南平市光泽县','350723',
'350724','福建省南平市松溪县','350724',
'350725','福建省南平市政和县','350725',
'350781','福建省南平市邵武市','350781',
'350782','福建省南平市武夷山市','350782',
'350783','福建省南平市建瓯市','350783',
'350784','福建省南平市建阳市','350784',
'350800','福建省龙岩市','3508',
'350801','福建省龙岩市市辖区','350801',
'350802','福建省龙岩市新罗区','350802',
'350821','福建省龙岩市长汀县','350821',
'350822','福建省龙岩市永定县','350822',
'350823','福建省龙岩市上杭县','350823',
'350824','福建省龙岩市武平县','350824',
'350825','福建省龙岩市连城县','350825',
'350881','福建省龙岩市漳平市','350881',
'350900','福建省宁德市','3509',
'350901','福建省宁德市市辖区','350901',
'350902','福建省宁德市蕉城区','350902',
'350921','福建省宁德市霞浦县','350921',
'350922','福建省宁德市古田县','350922',
'350923','福建省宁德市屏南县','350923',
'350924','福建省宁德市寿宁县','350924',
'350925','福建省宁德市周宁县','350925',
'350926','福建省宁德市柘荣县','350926',
'350981','福建省宁德市福安市','350981',
'350982','福建省宁德市福鼎市','350982',
'360000','江西省','36',
'360100','江西省南昌市','3601',
'360101','江西省南昌市市辖区','360101',
'360102','江西省南昌市东湖区','360102',
'360103','江西省南昌市西湖区','360103',
'360104','江西省南昌市青云谱区','360104',
'360105','江西省南昌市湾里区','360105',
'360111','江西省南昌市青山湖区','360111',
'360121','江西省南昌市南昌县','360121',
'360122','江西省南昌市新建县','360122',
'360123','江西省南昌市安义县','360123',
'360124','江西省南昌市进贤县','360124',
'360200','江西省景德镇市','3602',
'360201','江西省景德镇市市辖区','360201',
'360202','江西省景德镇市昌江区','360202',
'360203','江西省景德镇市珠山区','360203',
'360222','江西省景德镇市浮梁县','360222',
'360281','江西省景德镇市乐平市','360281',
'360300','江西省萍乡市','3603',
'360301','江西省萍乡市市辖区','360301',
'360302','江西省萍乡市安源区','360302',
'360313','江西省萍乡市湘东区','360313',
'360321','江西省萍乡市莲花县','360321',
'360322','江西省萍乡市上栗县','360322',
'360323','江西省萍乡市芦溪县','360323',
'360400','江西省九江市','3604',
'360401','江西省九江市市辖区','360401',
'360402','江西省九江市庐山区','360402',
'360403','江西省九江市浔阳区','360403',
'360421','江西省九江市九江县','360421',
'360423','江西省九江市武宁县','360423',
'360424','江西省九江市修水县','360424',
'360425','江西省九江市永修县','360425',
'360426','江西省九江市德安县','360426',
'360427','江西省九江市星子县','360427',
'360428','江西省九江市都昌县','360428',
'360429','江西省九江市湖口县','360429',
'360430','江西省九江市彭泽县','360430',
'360481','江西省九江市瑞昌市','360481',
'360482','江西省九江市共青城市','360482',
'360500','江西省新余市','3605',
'360501','江西省新余市市辖区','360501',
'360502','江西省新余市渝水区','360502',
'360521','江西省新余市分宜县','360521',
'360600','江西省鹰潭市','3606',
'360601','江西省鹰潭市市辖区','360601',
'360602','江西省鹰潭市月湖区','360602',
'360622','江西省鹰潭市余江县','360622',
'360681','江西省鹰潭市贵溪市','360681',
'360700','江西省赣州市','3607',
'360701','江西省赣州市市辖区','360701',
'360702','江西省赣州市章贡区','360702',
'360721','江西省赣州市赣县','360721',
'360722','江西省赣州市信丰县','360722',
'360723','江西省赣州市大余县','360723',
'360724','江西省赣州市上犹县','360724',
'360725','江西省赣州市崇义县','360725',
'360726','江西省赣州市安远县','360726',
'360727','江西省赣州市龙南县','360727',
'360728','江西省赣州市定南县','360728',
'360729','江西省赣州市全南县','360729',
'360730','江西省赣州市宁都县','360730',
'360731','江西省赣州市于都县','360731',
'360732','江西省赣州市兴国县','360732',
'360733','江西省赣州市会昌县','360733',
'360734','江西省赣州市寻乌县','360734',
'360735','江西省赣州市石城县','360735',
'360781','江西省赣州市瑞金市','360781',
'360800','江西省吉安市','3608',
'360801','江西省吉安市市辖区','360801',
'360802','江西省吉安市吉州区','360802',
'360803','江西省吉安市青原区','360803',
'360821','江西省吉安市吉安县','360821',
'360822','江西省吉安市吉水县','360822',
'360823','江西省吉安市峡江县','360823',
'360824','江西省吉安市新干县','360824',
'360825','江西省吉安市永丰县','360825',
'360826','江西省吉安市泰和县','360826',
'360827','江西省吉安市遂川县','360827',
'360828','江西省吉安市万安县','360828',
'360829','江西省吉安市安福县','360829',
'360830','江西省吉安市永新县','360830',
'360881','江西省吉安市井冈山市','360881',
'360900','江西省宜春市','3609',
'360901','江西省宜春市市辖区','360901',
'360902','江西省宜春市袁州区','360902',
'360921','江西省宜春市奉新县','360921',
'360922','江西省宜春市万载县','360922',
'360923','江西省宜春市上高县','360923',
'360924','江西省宜春市宜丰县','360924',
'360925','江西省宜春市靖安县','360925',
'360926','江西省宜春市铜鼓县','360926',
'360981','江西省宜春市丰城市','360981',
'360982','江西省宜春市樟树市','360982',
'360983','江西省宜春市高安市','360983',
'361000','江西省抚州市','3610',
'361001','江西省抚州市市辖区','361001',
'361002','江西省抚州市临川区','361002',
'361021','江西省抚州市南城县','361021',
'361022','江西省抚州市黎川县','361022',
'361023','江西省抚州市南丰县','361023',
'361024','江西省抚州市崇仁县','361024',
'361025','江西省抚州市乐安县','361025',
'361026','江西省抚州市宜黄县','361026',
'361027','江西省抚州市金溪县','361027',
'361028','江西省抚州市资溪县','361028',
'361029','江西省抚州市东乡县','361029',
'361030','江西省抚州市广昌县','361030',
'361100','江西省上饶市','3611',
'361101','江西省上饶市市辖区','361101',
'361102','江西省上饶市信州区','361102',
'361121','江西省上饶市上饶县','361121',
'361122','江西省上饶市广丰县','361122',
'361123','江西省上饶市玉山县','361123',
'361124','江西省上饶市铅山县','361124',
'361125','江西省上饶市横峰县','361125',
'361126','江西省上饶市弋阳县','361126',
'361127','江西省上饶市余干县','361127',
'361128','江西省上饶市鄱阳县','361128',
'361129','江西省上饶市万年县','361129',
'361130','江西省上饶市婺源县','361130',
'361181','江西省上饶市德兴市','361181',
'370000','山东省','37',
'370100','山东省济南市','3701',
'370101','山东省济南市市辖区','370101',
'370102','山东省济南市历下区','370102',
'370103','山东省济南市市中区','370103',
'370104','山东省济南市槐荫区','370104',
'370105','山东省济南市天桥区','370105',
'370112','山东省济南市历城区','370112',
'370113','山东省济南市长清区','370113',
'370124','山东省济南市平阴县','370124',
'370125','山东省济南市济阳县','370125',
'370126','山东省济南市商河县','370126',
'370181','山东省济南市章丘市','370181',
'370200','山东省青岛市','3702',
'370201','山东省青岛市市辖区','370201',
'370202','山东省青岛市市南区','370202',
'370203','山东省青岛市市北区','370203',
'370211','山东省青岛市黄岛区','370211',
'370212','山东省青岛市崂山区','370212',
'370213','山东省青岛市李沧区','370213',
'370214','山东省青岛市城阳区','370214',
'370281','山东省青岛市胶州市','370281',
'370282','山东省青岛市即墨市','370282',
'370283','山东省青岛市平度市','370283',
'370285','山东省青岛市莱西市','370285',
'370300','山东省淄博市','3703',
'370301','山东省淄博市市辖区','370301',
'370302','山东省淄博市淄川区','370302',
'370303','山东省淄博市张店区','370303',
'370304','山东省淄博市博山区','370304',
'370305','山东省淄博市临淄区','370305',
'370306','山东省淄博市周村区','370306',
'370321','山东省淄博市桓台县','370321',
'370322','山东省淄博市高青县','370322',
'370323','山东省淄博市沂源县','370323',
'370400','山东省枣庄市','3704',
'370401','山东省枣庄市市辖区','370401',
'370402','山东省枣庄市市中区','370402',
'370403','山东省枣庄市薛城区','370403',
'370404','山东省枣庄市峄城区','370404',
'370405','山东省枣庄市台儿庄区','370405',
'370406','山东省枣庄市山亭区','370406',
'370481','山东省枣庄市滕州市','370481',
'370500','山东省东营市','3705',
'370501','山东省东营市市辖区','370501',
'370502','山东省东营市东营区','370502',
'370503','山东省东营市河口区','370503',
'370521','山东省东营市垦利县','370521',
'370522','山东省东营市利津县','370522',
'370523','山东省东营市广饶县','370523',
'370600','山东省烟台市','3706',
'370601','山东省烟台市市辖区','370601',
'370602','山东省烟台市芝罘区','370602',
'370611','山东省烟台市福山区','370611',
'370612','山东省烟台市牟平区','370612',
'370613','山东省烟台市莱山区','370613',
'370634','山东省烟台市长岛县','370634',
'370681','山东省烟台市龙口市','370681',
'370682','山东省烟台市莱阳市','370682',
'370683','山东省烟台市莱州市','370683',
'370684','山东省烟台市蓬莱市','370684',
'370685','山东省烟台市招远市','370685',
'370686','山东省烟台市栖霞市','370686',
'370687','山东省烟台市海阳市','370687',
'370700','山东省潍坊市','3707',
'370701','山东省潍坊市市辖区','370701',
'370702','山东省潍坊市潍城区','370702',
'370703','山东省潍坊市寒亭区','370703',
'370704','山东省潍坊市坊子区','370704',
'370705','山东省潍坊市奎文区','370705',
'370724','山东省潍坊市临朐县','370724',
'370725','山东省潍坊市昌乐县','370725',
'370781','山东省潍坊市青州市','370781',
'370782','山东省潍坊市诸城市','370782',
'370783','山东省潍坊市寿光市','370783',
'370784','山东省潍坊市安丘市','370784',
'370785','山东省潍坊市高密市','370785',
'370786','山东省潍坊市昌邑市','370786',
'370800','山东省济宁市','3708',
'370801','山东省济宁市市辖区','370801',
'370811','山东省济宁市任城区','370811',
'370812','山东省济宁市兖州区','370812',
'370826','山东省济宁市微山县','370826',
'370827','山东省济宁市鱼台县','370827',
'370828','山东省济宁市金乡县','370828',
'370829','山东省济宁市嘉祥县','370829',
'370830','山东省济宁市汶上县','370830',
'370831','山东省济宁市泗水县','370831',
'370832','山东省济宁市梁山县','370832',
'370881','山东省济宁市曲阜市','370881',
'370883','山东省济宁市邹城市','370883',
'370900','山东省泰安市','3709',
